Roll_No,Semester,Subject,Attendance
IT2022038,3,Operating Systems,84.1
IT2022038,3,Python for Data Analytics,83.7
IT2022038,3,Software Engineering,82.6
IT2022038,4,Artificial Intelligence,86.2
IT2022038,4,Cloud Computing,86.7
IT2022038,4,Data Visualization,89.5
IT2022038,4,Java Programming,90.2
IT2022038,5,Big Data Analytics,86.0
IT2022038,5,Business Intelligence,92.0
IT2022038,5,Cyber Security,85.0
IT2022038,5,Machine Learning,88.0
IT2022039,1,Communication Skills,89.4
IT2022039,1,Digital Electronics,91.2
IT2022039,1,Mathematics I,86.0
IT2022039,1,Python Programming,91.4
IT2022039,2,Data Structures,95.2
IT2022039,2,Database Management Systems,94.8
IT2022039,2,Statistics,93.0
IT2022039,2,Web Development,88.5
IT2022039,3,Computer Networks,91.1
IT2022039,3,Operating Systems,92.7
IT2022039,3,Python for Data Analytics,87.3
IT2022039,3,Software Engineering,86.9
IT2022039,4,Artificial Intelligence,91.5
IT2022039,4,Cloud Computing,91.3
IT2022039,4,Data Visualization,88.8
IT2022039,4,Java Programming,90.0
IT2022039,5,Big Data Analytics,92.0
IT2022039,5,Business Intelligence,88.0
IT2022039,5,Cyber Security,91.0
IT2022039,5,Machine Learning,88.0
IT2022040,1,Communication Skills,67.5
IT2022040,1,Digital Electronics,65.3
IT2022040,1,Mathematics I,73.9
IT2022040,1,Python Programming,67.7
IT2022040,2,Data Structures,65.2
IT2022040,2,Database Management Systems,70.8
IT2022040,2,Statistics,65.1
IT2022040,2,Web Development,66.6
IT2022040,3,Computer Networks,64.7
IT2022040,3,Operating Systems,72.1
IT2022040,3,Python for Data Analytics,62.4
IT2022040,3,Software Engineering,72.2
IT2022040,4,Artificial Intelligence,67.1
IT2022040,4,Cloud Computing,66.5
IT2022040,4,Data Visualization,70.9
IT2022040,4,Java Programming,67.9
IT2022040,5,Big Data Analytics,63.0
IT2022040,5,Business Intelligence,68.0
IT2022040,5,Cyber Security,66.0
IT2022040,5,Machine Learning,79.0
IT2022041,1,Communication Skills,88.6
IT2022041,1,Digital Electronics,91.7
IT2022041,1,Mathematics I,86.3
IT2022041,1,Python Programming,98.0
IT2022041,2,Data Structures,84.9
IT2022041,2,Database Management Systems,88.5
IT2022041,2,Statistics,94.7
IT2022041,2,Web Development,92.9
IT2022041,3,Computer Networks,85.2
IT2022041,3,Operating Systems,90.9
IT2022041,3,Python for Data Analytics,83.7
IT2022041,3,Software Engineering,90.8
IT2022041,4,Artificial Intelligence,93.8
IT2022041,4,Cloud Computing,90.5
IT2022041,4,Data Visualization,84.0
IT2022041,4,Java Programming,90.4
IT2022041,5,Big Data Analytics,86.0
IT2022041,5,Business Intelligence,93.0
IT2022041,5,Cyber Security,90.0
IT2022041,5,Machine Learning,85.0
IT2022042,1,Communication Skills,77.3
IT2022042,1,Digital Electronics,78.6
IT2022042,1,Mathematics I,78.0
IT2022042,1,Python Programming,76.1
IT2022042,2,Data Structures,75.2
IT2022042,2,Database Management Systems,79.3
IT2022042,2,Statistics,78.0
IT2022042,2,Web Development,76.7
IT2022042,3,Computer Networks,78.4
IT2022042,3,Operating Systems,79.0
IT2022042,3,Python for Data Analytics,72.5
IT2022042,3,Software Engineering,73.0
IT2022042,4,Artificial Intelligence,76.7
IT2022042,4,Cloud Computing,77.2
IT2022042,4,Data Visualization,81.3
IT2022042,4,Java Programming,79.3
IT2022042,5,Big Data Analytics,72.0
IT2022042,5,Business Intelligence,72.0
IT2022042,5,Cyber Security,88.0
IT2022042,5,Machine Learning,77.0
IT2022043,1,Communication Skills,77.4
IT2022043,1,Digital Electronics,74.9
IT2022043,1,Mathematics I,76.0
IT2022043,1,Python Programming,75.7
IT2022043,2,Data Structures,72.5
IT2022043,2,Database Management Systems,73.3
IT2022043,2,Statistics,77.6
IT2022043,2,Web Development,79.1
IT2022043,3,Computer Networks,75.9
IT2022043,3,Operating Systems,79.4
IT2022043,3,Python for Data Analytics,68.6
IT2022043,3,Software Engineering,66.7
IT2022043,4,Artificial Intelligence,77.1
IT2022043,4,Cloud Computing,75.6
IT2022043,4,Data Visualization,75.0
IT2022043,4,Java Programming,73.7
IT2022043,5,Big Data Analytics,77.0
IT2022043,5,Business Intelligence,73.0
IT2022043,5,Cyber Security,78.0
IT2022043,5,Machine Learning,73.0
IT2022044,1,Communication Skills,55.9
IT2022044,1,Digital Electronics,62.9
IT2022044,1,Mathematics I,70.1
IT2022044,1,Python Programming,65.3
IT2022044,2,Data Structures,64.3
IT2022044,2,Database Management Systems,64.5
IT2022044,2,Statistics,62.0
IT2022044,2,Web Development,62.0
IT2022044,3,Computer Networks,60.5
IT2022044,3,Operating Systems,68.8
IT2022044,3,Python for Data Analytics,62.2
IT2022044,3,Software Engineering,60.6
IT2022044,4,Artificial Intelligence,64.5
IT2022044,4,Cloud Computing,59.8
IT2022044,4,Data Visualization,64.6
IT2022044,4,Java Programming,64.3
IT2022044,5,Big Data Analytics,70.0
IT2022044,5,Business Intelligence,61.0
IT2022044,5,Cyber Security,63.0
IT2022044,5,Machine Learning,61.0
IT2022045,1,Communication Skills,88.2
IT2022045,1,Digital Electronics,88.6
IT2022045,1,Mathematics I,88.5
IT2022045,1,Python Programming,86.7
IT2022045,2,Data Structures,88.7
IT2022045,2,Database Management Systems,89.2
IT2022045,2,Statistics,83.5
IT2022045,2,Web Development,86.8
IT2022045,3,Computer Networks,90.9
IT2022045,3,Operating Systems,83.2
IT2022045,3,Python for Data Analytics,84.8
IT2022045,3,Software Engineering,86.8
IT2022045,4,Artificial Intelligence,81.7
IT2022045,4,Cloud Computing,85.4
IT2022045,4,Data Visualization,91.3
IT2022045,4,Java Programming,85.6
IT2022045,5,Big Data Analytics,87.0
IT2022045,5,Business Intelligence,87.0
IT2022045,5,Cyber Security,91.0
IT2022045,5,Machine Learning,92.0
IT2022046,1,Communication Skills,74.6
IT2022046,1,Digital Electronics,74.0
IT2022046,1,Mathematics I,72.3
IT2022046,1,Python Programming,74.6
IT2022046,2,Data Structures,72.2
IT2022046,2,Database Management Systems,74.8
IT2022046,2,Statistics,68.0
IT2022046,2,Web Development,68.5
IT2022046,3,Computer Networks,65.8
IT2022046,3,Operating Systems,71.9
IT2022046,3,Python for Data Analytics,72.8
IT2022046,3,Software Engineering,66.5
IT2022046,4,Artificial Intelligence,63.6
IT2022046,4,Cloud Computing,69.9
IT2022046,4,Data Visualization,70.2
IT2022046,4,Java Programming,67.9
IT2022046,5,Big Data Analytics,74.0
IT2022046,5,Business Intelligence,73.0
IT2022046,5,Cyber Security,72.0
IT2022046,5,Machine Learning,63.0
IT2022047,1,Communication Skills,75.2
IT2022047,1,Digital Electronics,63.7
IT2022047,1,Mathematics I,70.1
IT2022047,1,Python Programming,72.8
IT2022047,2,Data Structures,72.6
IT2022047,2,Database Management Systems,66.8
IT2022047,2,Statistics,72.6
IT2022047,2,Web Development,73.4
IT2022047,3,Computer Networks,74.0
IT2022047,3,Operating Systems,72.8
IT2022047,3,Python for Data Analytics,70.7
IT2022047,3,Software Engineering,68.6
IT2022047,4,Artificial Intelligence,65.7
IT2022047,4,Cloud Computing,71.8
IT2022047,4,Data Visualization,72.1
IT2022047,4,Java Programming,77.7
IT2022047,5,Big Data Analytics,65.0
IT2022047,5,Business Intelligence,78.0
IT2022047,5,Cyber Security,78.0
IT2022047,5,Machine Learning,64.0
IT2022048,1,Communication Skills,75.7
IT2022048,1,Digital Electronics,75.5
IT2022048,1,Mathematics I,75.7
IT2022048,1,Python Programming,78.9
IT2022048,2,Data Structures,85.8
IT2022048,2,Database Management Systems,81.5
IT2022048,2,Statistics,75.3
IT2022048,2,Web Development,78.5
IT2022048,3,Computer Networks,77.9
IT2022048,3,Operating Systems,76.1
IT2022048,3,Python for Data Analytics,76.2
IT2022048,3,Software Engineering,77.9
IT2022048,4,Artificial Intelligence,74.3
IT2022048,4,Cloud Computing,76.1
IT2022048,4,Data Visualization,80.9
IT2022048,4,Java Programming,86.8
IT2022048,5,Big Data Analytics,81.0
IT2022048,5,Business Intelligence,73.0
IT2022048,5,Cyber Security,74.0
IT2022048,5,Machine Learning,89.0
IT2022049,1,Communication Skills,78.7
IT2022049,1,Digital Electronics,79.5
IT2022049,1,Mathematics I,74.7
IT2022049,1,Python Programming,81.0
IT2022049,2,Data Structures,76.3
IT2022049,2,Database Management Systems,77.7
IT2022049,2,Statistics,76.8
IT2022049,2,Web Development,77.0
IT2022049,3,Computer Networks,74.0
IT2022049,3,Operating Systems,79.5
IT2022049,3,Python for Data Analytics,72.2
IT2022049,3,Software Engineering,76.8
IT2022049,4,Artificial Intelligence,79.0
IT2022049,4,Cloud Computing,75.8
IT2022049,4,Data Visualization,76.8
IT2022049,4,Java Programming,79.7
IT2022049,5,Big Data Analytics,80.0
IT2022049,5,Business Intelligence,80.0
IT2022049,5,Cyber Security,86.0
IT2022049,5,Machine Learning,71.0
IT2022050,1,Communication Skills,85.8
IT2022050,1,Digital Electronics,92.4
IT2022050,1,Mathematics I,89.2
IT2022050,1,Python Programming,89.6
IT2022050,2,Data Structures,91.7
IT2022050,2,Database Management Systems,96.2
IT2022050,2,Statistics,89.3
IT2022050,2,Web Development,86.4
IT2022050,3,Computer Networks,89.4
IT2022050,3,Operating Systems,85.5
IT2022050,3,Python for Data Analytics,88.7
IT2022050,3,Software Engineering,90.1
IT2022050,4,Artificial Intelligence,91.5
IT2022050,4,Cloud Computing,83.5
IT2022050,4,Data Visualization,91.7
IT2022050,4,Java Programming,87.5
IT2022050,5,Big Data Analytics,83.0
IT2022050,5,Business Intelligence,87.0
IT2022050,5,Cyber Security,93.0
IT2022050,5,Machine Learning,93.0
IT2022051,1,Communication Skills,85.8
IT2022051,1,Digital Electronics,82.0
IT2022051,1,Mathematics I,80.0
IT2022051,1,Python Programming,80.7
IT2022051,2,Data Structures,83.9
IT2022051,2,Database Management Systems,85.3
IT2022051,2,Statistics,81.3
IT2022051,2,Web Development,83.5
IT2022051,3,Computer Networks,84.3
IT2022051,3,Operating Systems,81.3
IT2022051,3,Python for Data Analytics,82.5
IT2022051,3,Software Engineering,88.5
IT2022051,4,Artificial Intelligence,83.0
IT2022051,4,Cloud Computing,84.4
IT2022051,4,Data Visualization,80.7
IT2022051,4,Java Programming,85.2
IT2022051,5,Big Data Analytics,75.0
IT2022051,5,Business Intelligence,85.0
IT2022051,5,Cyber Security,85.0
IT2022051,5,Machine Learning,87.0
IT2022052,1,Communication Skills,81.4
IT2022052,1,Digital Electronics,76.1
IT2022052,1,Mathematics I,80.5
IT2022052,1,Python Programming,84.3
IT2022052,2,Data Structures,83.5
IT2022052,2,Database Management Systems,85.5
IT2022052,2,Statistics,82.3
IT2022052,2,Web Development,83.6
IT2022052,3,Computer Networks,79.7
IT2022052,3,Operating Systems,81.5
IT2022052,3,Python for Data Analytics,81.2
IT2022052,3,Software Engineering,82.5
IT2022052,4,Artificial Intelligence,78.5
IT2022052,4,Cloud Computing,86.1
IT2022052,4,Data Visualization,79.7
IT2022052,4,Java Programming,77.8
IT2022052,5,Big Data Analytics,86.0
IT2022052,5,Business Intelligence,77.0
IT2022052,5,Cyber Security,82.0
IT2022052,5,Machine Learning,80.0
IT2022053,1,Communication Skills,72.1
IT2022053,1,Digital Electronics,73.7
IT2022053,1,Mathematics I,79.2
IT2022053,1,Python Programming,77.3
IT2022053,2,Data Structures,76.5
IT2022053,2,Database Management Systems,81.2
IT2022053,2,Statistics,80.8
IT2022053,2,Web Development,82.7
IT2022053,3,Computer Networks,81.5
IT2022053,3,Operating Systems,79.8
IT2022053,3,Python for Data Analytics,77.5
IT2022053,3,Software Engineering,82.1
IT2022053,4,Artificial Intelligence,78.1
IT2022053,4,Cloud Computing,72.3
IT2022053,4,Data Visualization,79.6
IT2022053,4,Java Programming,75.2
IT2022053,5,Big Data Analytics,85.0
IT2022053,5,Business Intelligence,70.0
IT2022053,5,Cyber Security,73.0
IT2022053,5,Machine Learning,84.0
IT2022054,1,Communication Skills,89.0
IT2022054,1,Digital Electronics,76.6
IT2022054,1,Mathematics I,84.4
IT2022054,1,Python Programming,79.4
IT2022054,2,Data Structures,81.5
IT2022054,2,Database Management Systems,80.0
IT2022054,2,Statistics,74.1
IT2022054,2,Web Development,81.7
IT2022054,3,Computer Networks,80.2
IT2022054,3,Operating Systems,80.5
IT2022054,3,Python for Data Analytics,84.7
IT2022054,3,Software Engineering,81.4
IT2022054,4,Artificial Intelligence,83.5
IT2022054,4,Cloud Computing,83.7
IT2022054,4,Data Visualization,85.8
IT2022054,4,Java Programming,82.0
IT2022054,5,Big Data Analytics,87.0
IT2022054,5,Business Intelligence,87.0
IT2022054,5,Cyber Security,72.0
IT2022054,5,Machine Learning,83.0
IT2022055,1,Communication Skills,71.0
IT2022055,1,Digital Electronics,73.3
IT2022055,1,Mathematics I,71.7
IT2022055,1,Python Programming,72.7
IT2022055,2,Data Structures,74.7
IT2022055,2,Database Management Systems,69.0
IT2022055,2,Statistics,70.0
IT2022055,2,Web Development,69.2
IT2022055,3,Computer Networks,75.8
IT2022055,3,Operating Systems,77.9
IT2022055,3,Python for Data Analytics,72.1
IT2022055,3,Software Engineering,75.4
IT2022055,4,Artificial Intelligence,70.8
IT2022055,4,Cloud Computing,79.6
IT2022055,4,Data Visualization,74.0
IT2022055,4,Java Programming,69.8
IT2022055,5,Big Data Analytics,61.0
IT2022055,5,Business Intelligence,79.0
IT2022055,5,Cyber Security,74.0
IT2022055,5,Machine Learning,74.0
IT2022056,1,Communication Skills,99.0
IT2022056,1,Digital Electronics,95.3
IT2022056,1,Mathematics I,96.0
IT2022056,1,Python Programming,94.8
IT2022056,2,Data Structures,89.9
IT2022056,2,Database Management Systems,99.0
IT2022056,2,Statistics,99.0
IT2022056,2,Web Development,93.9
IT2022056,3,Computer Networks,94.5
IT2022056,3,Operating Systems,89.9
IT2022056,3,Python for Data Analytics,93.4
IT2022056,3,Software Engineering,91.8
IT2022056,4,Artificial Intelligence,96.0
IT2022056,4,Cloud Computing,93.3
IT2022056,4,Data Visualization,99.0
IT2022056,4,Java Programming,95.7
IT2022056,5,Big Data Analytics,91.0
IT2022056,5,Business Intelligence,100.0
IT2022056,5,Cyber Security,90.0
IT2022056,5,Machine Learning,100.0
IT2022057,1,Communication Skills,90.8
IT2022057,1,Digital Electronics,90.1
IT2022057,1,Mathematics I,88.7
IT2022057,1,Python Programming,90.2
IT2022057,2,Data Structures,93.6
IT2022057,2,Database Management Systems,91.9
IT2022057,2,Statistics,91.0
IT2022057,2,Web Development,91.0
IT2022057,3,Computer Networks,93.2
IT2022057,3,Operating Systems,88.2
IT2022057,3,Python for Data Analytics,92.9
IT2022057,3,Software Engineering,90.5
IT2022057,4,Artificial Intelligence,95.7
IT2022057,4,Cloud Computing,89.8
IT2022057,4,Data Visualization,89.7
IT2022057,4,Java Programming,93.2
IT2022057,5,Big Data Analytics,93.0
IT2022057,5,Business Intelligence,95.0
IT2022057,5,Cyber Security,84.0
IT2022057,5,Machine Learning,90.0
IT2022058,1,Communication Skills,72.6
IT2022058,1,Digital Electronics,69.4
IT2022058,1,Mathematics I,69.3
IT2022058,1,Python Programming,67.1
IT2022058,2,Data Structures,67.4
IT2022058,2,Database Management Systems,68.0
IT2022058,2,Statistics,67.1
IT2022058,2,Web Development,67.7
IT2022058,3,Computer Networks,67.7
IT2022058,3,Operating Systems,73.4
IT2022058,3,Python for Data Analytics,70.5
IT2022058,3,Software Engineering,63.2
IT2022058,4,Artificial Intelligence,71.0
IT2022058,4,Cloud Computing,67.6
IT2022058,4,Data Visualization,63.5
IT2022058,4,Java Programming,66.1
IT2022058,5,Big Data Analytics,63.0
IT2022058,5,Business Intelligence,70.0
IT2022058,5,Cyber Security,74.0
IT2022058,5,Machine Learning,68.0
IT2022059,1,Communication Skills,84.4
IT2022059,1,Digital Electronics,85.2
IT2022059,1,Mathematics I,92.1
IT2022059,1,Python Programming,85.4
IT2022059,2,Data Structures,84.1
IT2022059,2,Database Management Systems,86.9
IT2022059,2,Statistics,89.3
IT2022059,2,Web Development,79.2
IT2022059,3,Computer Networks,83.6
IT2022059,3,Operating Systems,88.2
IT2022059,3,Python for Data Analytics,82.9
IT2022059,3,Software Engineering,88.3
IT2022059,4,Artificial Intelligence,88.3
IT2022059,4,Cloud Computing,89.2
IT2022059,4,Data Visualization,82.0
IT2022059,4,Java Programming,83.3
IT2022059,5,Big Data Analytics,88.0
IT2022059,5,Business Intelligence,88.0
IT2022059,5,Cyber Security,84.0
IT2022059,5,Machine Learning,83.0
IT2022060,1,Communication Skills,99.0
IT2022060,1,Digital Electronics,95.9
IT2022060,1,Mathematics I,97.8
IT2022060,1,Python Programming,96.2
IT2022060,2,Data Structures,99.0
IT2022060,2,Database Management Systems,99.0
IT2022060,2,Statistics,96.8
IT2022060,2,Web Development,99.0
IT2022060,3,Computer Networks,99.0
IT2022060,3,Operating Systems,97.7
IT2022060,3,Python for Data Analytics,91.8
IT2022060,3,Software Engineering,94.7
IT2022060,4,Artificial Intelligence,93.1
IT2022060,4,Cloud Computing,96.7
IT2022060,4,Data Visualization,99.0
IT2022060,4,Java Programming,96.4
IT2022060,5,Big Data Analytics,98.0
IT2022060,5,Business Intelligence,99.0
IT2022060,5,Cyber Security,98.0
IT2022060,5,Machine Learning,97.0
IT2023001,1,Communication Skills,77.7
IT2023001,1,Digital Electronics,74.9
IT2023001,1,Mathematics I,76.3
IT2023001,1,Python Programming,70.7
IT2023001,2,Data Structures,83.6
IT2023001,2,Database Management Systems,78.9
IT2023001,2,Statistics,75.1
IT2023001,2,Web Development,75.1
IT2023001,3,Computer Networks,75.3
IT2023001,3,Operating Systems,84.1
IT2023001,3,Python for Data Analytics,76.4
IT2023001,3,Software Engineering,73.8
IT2023001,4,Artificial Intelligence,81.0
IT2023001,4,Cloud Computing,72.0
IT2023001,4,Data Visualization,80.0
IT2023001,4,Java Programming,81.0
IT2023002,1,Communication Skills,82.3
IT2023002,1,Digital Electronics,86.2
IT2023002,1,Mathematics I,85.6
IT2023002,1,Python Programming,80.3
IT2023002,2,Data Structures,80.6
IT2023002,2,Database Management Systems,79.0
IT2023002,2,Statistics,81.9
IT2023002,2,Web Development,79.1
IT2023002,3,Computer Networks,79.0
IT2023002,3,Operating Systems,79.8
IT2023002,3,Python for Data Analytics,76.3
IT2023002,3,Software Engineering,82.0
IT2023002,4,Artificial Intelligence,79.0
IT2023002,4,Cloud Computing,78.0
IT2023002,4,Data Visualization,83.0
IT2023002,4,Java Programming,87.0
IT2023003,1,Communication Skills,88.4
IT2023003,1,Digital Electronics,88.5
IT2023003,1,Mathematics I,96.9
IT2023003,1,Python Programming,93.7
IT2023003,2,Data Structures,98.2
IT2023003,2,Database Management Systems,98.3
IT2023003,2,Statistics,92.3
IT2023003,2,Web Development,94.7
IT2023003,3,Computer Networks,98.4
IT2023003,3,Operating Systems,93.9
IT2023003,3,Python for Data Analytics,90.8
IT2023003,3,Software Engineering,93.1
IT2023003,4,Artificial Intelligence,90.0
IT2023003,4,Cloud Computing,90.0
IT2023003,4,Data Visualization,95.0
IT2023003,4,Java Programming,99.0
IT2023004,1,Communication Skills,87.9
IT2023004,1,Digital Electronics,88.5
IT2023004,1,Mathematics I,89.9
IT2023004,1,Python Programming,89.1
IT2023004,2,Data Structures,89.0
IT2023004,2,Database Management Systems,92.2
IT2023004,2,Statistics,92.2
IT2023004,2,Web Development,93.4
IT2023004,3,Computer Networks,91.8
IT2023004,3,Operating Systems,98.0
IT2023004,3,Python for Data Analytics,92.9
IT2023004,3,Software Engineering,95.2
IT2023004,4,Artificial Intelligence,95.0
IT2023004,4,Cloud Computing,92.0
IT2023004,4,Data Visualization,88.0
IT2023004,4,Java Programming,89.0
IT2023005,1,Communication Skills,86.3
IT2023005,1,Digital Electronics,88.3
IT2023005,1,Mathematics I,88.9
IT2023005,1,Python Programming,83.5
IT2023005,2,Data Structures,93.7
IT2023005,2,Database Management Systems,87.0
IT2023005,2,Statistics,88.9
IT2023005,2,Web Development,89.5
IT2023005,3,Computer Networks,86.6
IT2023005,3,Operating Systems,90.2
IT2023005,3,Python for Data Analytics,88.9
IT2023005,3,Software Engineering,84.5
IT2023005,4,Artificial Intelligence,88.0
IT2023005,4,Cloud Computing,92.0
IT2023005,4,Data Visualization,83.0
IT2023005,4,Java Programming,92.0
IT2023006,1,Communication Skills,90.8
IT2023006,1,Digital Electronics,86.2
IT2023006,1,Mathematics I,88.6
IT2023006,1,Python Programming,90.1
IT2023006,2,Data Structures,91.3
IT2023006,2,Database Management Systems,88.7
IT2023006,2,Statistics,85.9
IT2023006,2,Web Development,85.8
IT2023006,3,Computer Networks,84.9
IT2023006,3,Operating Systems,88.0
IT2023006,3,Python for Data Analytics,97.0
IT2023006,3,Software Engineering,90.9
IT2023006,4,Artificial Intelligence,85.0
IT2023006,4,Cloud Computing,93.0
IT2023006,4,Data Visualization,88.0
IT2023006,4,Java Programming,93.0
IT2023007,1,Communication Skills,78.7
IT2023007,1,Digital Electronics,77.3
IT2023007,1,Mathematics I,86.4
IT2023007,1,Python Programming,82.8
IT2023007,2,Data Structures,79.5
IT2023007,2,Database Management Systems,80.7
IT2023007,2,Statistics,86.0
IT2023007,2,Web Development,82.4
IT2023007,3,Computer Networks,81.1
IT2023007,3,Operating Systems,79.5
IT2023007,3,Python for Data Analytics,81.2
IT2023007,3,Software Engineering,83.1
IT2023007,4,Artificial Intelligence,83.0
IT2023007,4,Cloud Computing,80.0
IT2023007,4,Data Visualization,84.0
IT2023007,4,Java Programming,74.0
IT2023008,1,Communication Skills,98.7
IT2023008,1,Digital Electronics,96.9
IT2023008,1,Mathematics I,88.3
IT2023008,1,Python Programming,95.0
IT2023008,2,Data Structures,93.0
IT2023008,2,Database Management Systems,88.3
IT2023008,2,Statistics,96.8
IT2023008,2,Web Development,94.9
IT2023008,3,Computer Networks,94.9
IT2023008,3,Operating Systems,99.0
IT2023008,3,Python for Data Analytics,92.5
IT2023008,3,Software Engineering,92.1
IT2023008,4,Artificial Intelligence,94.0
IT2023008,4,Cloud Computing,91.0
IT2023008,4,Data Visualization,96.0
IT2023008,4,Java Programming,97.0
IT2023009,1,Communication Skills,74.7
IT2023009,1,Digital Electronics,75.7
IT2023009,1,Mathematics I,73.0
IT2023009,1,Python Programming,72.8
IT2023009,2,Data Structures,69.5
IT2023009,2,Database Management Systems,69.5
IT2023009,2,Statistics,75.0
IT2023009,2,Web Development,72.6
IT2023009,3,Computer Networks,72.9
IT2023009,3,Operating Systems,74.4
IT2023009,3,Python for Data Analytics,76.1
IT2023009,3,Software Engineering,75.9
IT2023009,4,Artificial Intelligence,71.0
IT2023009,4,Cloud Computing,80.0
IT2023009,4,Data Visualization,76.0
IT2023009,4,Java Programming,64.0
IT2023010,1,Communication Skills,93.4
IT2023010,1,Digital Electronics,93.9
IT2023010,1,Mathematics I,91.8
IT2023010,1,Python Programming,96.9
IT2023010,2,Data Structures,96.5
IT2023010,2,Database Management Systems,94.6
IT2023010,2,Statistics,94.4
IT2023010,2,Web Development,96.4
IT2023010,3,Computer Networks,96.3
IT2023010,3,Operating Systems,94.6
IT2023010,3,Python for Data Analytics,97.6
IT2023010,3,Software Engineering,91.4
IT2023010,4,Artificial Intelligence,92.0
IT2023010,4,Cloud Computing,93.0
IT2023010,4,Data Visualization,96.0
IT2023010,4,Java Programming,100.0
IT2023011,1,Communication Skills,95.1
IT2023011,1,Digital Electronics,88.1
IT2023011,1,Mathematics I,90.8
IT2023011,1,Python Programming,93.0
IT2023011,2,Data Structures,89.1
IT2023011,2,Database Management Systems,90.1
IT2023011,2,Statistics,91.8
IT2023011,2,Web Development,87.7
IT2023011,3,Computer Networks,85.7
IT2023011,3,Operating Systems,85.8
IT2023011,3,Python for Data Analytics,91.3
IT2023011,3,Software Engineering,86.5
IT2023011,4,Artificial Intelligence,86.0
IT2023011,4,Cloud Computing,94.0
IT2023011,4,Data Visualization,87.0
IT2023011,4,Java Programming,91.0
IT2023012,1,Communication Skills,90.1
IT2023012,1,Digital Electronics,90.6
IT2023012,1,Mathematics I,89.9
IT2023012,1,Python Programming,94.9
IT2023012,2,Data Structures,89.7
IT2023012,2,Database Management Systems,88.4
IT2023012,2,Statistics,87.6
IT2023012,2,Web Development,87.7
IT2023012,3,Computer Networks,89.9
IT2023012,3,Operating Systems,86.7
IT2023012,3,Python for Data Analytics,85.7
IT2023012,3,Software Engineering,90.5
IT2023012,4,Artificial Intelligence,95.0
IT2023012,4,Cloud Computing,86.0
IT2023012,4,Data Visualization,91.0
IT2023012,4,Java Programming,85.0
IT2023013,1,Communication Skills,64.3
IT2023013,1,Digital Electronics,68.1
IT2023013,1,Mathematics I,68.9
IT2023013,1,Python Programming,70.5
IT2023013,2,Data Structures,66.7
IT2023013,2,Database Management Systems,68.0
IT2023013,2,Statistics,68.6
IT2023013,2,Web Development,68.6
IT2023013,3,Computer Networks,65.7
IT2023013,3,Operating Systems,66.8
IT2023013,3,Python for Data Analytics,74.0
IT2023013,3,Software Engineering,69.9
IT2023013,4,Artificial Intelligence,72.0
IT2023013,4,Cloud Computing,61.0
IT2023013,4,Data Visualization,72.0
IT2023013,4,Java Programming,76.0
IT2023014,1,Communication Skills,80.6
IT2023014,1,Digital Electronics,73.4
IT2023014,1,Mathematics I,78.2
IT2023014,1,Python Programming,78.8
IT2023014,2,Data Structures,79.0
IT2023014,2,Database Management Systems,84.3
IT2023014,2,Statistics,82.0
IT2023014,2,Web Development,76.4
IT2023014,3,Computer Networks,80.1
IT2023014,3,Operating Systems,84.1
IT2023014,3,Python for Data Analytics,78.5
IT2023014,3,Software Engineering,75.7
IT2023014,4,Artificial Intelligence,88.0
IT2023014,4,Cloud Computing,74.0
IT2023014,4,Data Visualization,70.0
IT2023014,4,Java Programming,85.0
IT2023015,1,Communication Skills,87.7
IT2023015,1,Digital Electronics,84.5
IT2023015,1,Mathematics I,86.2
IT2023015,1,Python Programming,84.7
IT2023015,2,Data Structures,87.7
IT2023015,2,Database Management Systems,88.7
IT2023015,2,Statistics,85.3
IT2023015,2,Web Development,88.9
IT2023015,3,Computer Networks,89.6
IT2023015,3,Operating Systems,83.6
IT2023015,3,Python for Data Analytics,91.2
IT2023015,3,Software Engineering,85.0
IT2023015,4,Artificial Intelligence,82.0
IT2023015,4,Cloud Computing,82.0
IT2023015,4,Data Visualization,94.0
IT2023015,4,Java Programming,90.0
IT2023016,1,Communication Skills,78.2
IT2023016,1,Digital Electronics,72.9
IT2023016,1,Mathematics I,77.8
IT2023016,1,Python Programming,77.5
IT2023016,2,Data Structures,81.2
IT2023016,2,Database Management Systems,84.8
IT2023016,2,Statistics,79.5
IT2023016,2,Web Development,80.6
IT2023016,3,Computer Networks,77.8
IT2023016,3,Operating Systems,83.7
IT2023016,3,Python for Data Analytics,78.7
IT2023016,3,Software Engineering,85.5
IT2023016,4,Artificial Intelligence,82.0
IT2023016,4,Cloud Computing,86.0
IT2023016,4,Data Visualization,82.0
IT2023016,4,Java Programming,71.0
IT2023017,1,Communication Skills,80.9
IT2023017,1,Digital Electronics,82.2
IT2023017,1,Mathematics I,75.2
IT2023017,1,Python Programming,83.4
IT2023017,2,Data Structures,76.2
IT2023017,2,Database Management Systems,82.2
IT2023017,2,Statistics,78.8
IT2023017,2,Web Development,75.4
IT2023017,3,Computer Networks,85.7
IT2023017,3,Operating Systems,80.9
IT2023017,3,Python for Data Analytics,76.1
IT2023017,3,Software Engineering,81.9
IT2023017,4,Artificial Intelligence,74.0
IT2023017,4,Cloud Computing,86.0
IT2023017,4,Data Visualization,72.0
IT2023017,4,Java Programming,87.0
IT2023018,1,Communication Skills,66.8
IT2023018,1,Digital Electronics,67.7
IT2023018,1,Mathematics I,65.1
IT2023018,1,Python Programming,71.2
